filename	acq_time
eeg/sub-003_ses-0_task-MI_run-1_eeg.vhdr	2024-10-29T21:25:49.372362Z
eeg/sub-003_ses-0_task-MI_run-2_eeg.vhdr	2024-10-29T21:34:19.627635Z
eeg/sub-003_ses-0_task-MI_run-3_eeg.vhdr	2024-10-29T21:39:49.393487Z
eeg/sub-003_ses-0_task-MI_run-4_eeg.vhdr	2024-10-29T21:47:45.413157Z
eeg/sub-003_ses-0_task-MI_run-5_eeg.vhdr	2024-10-29T21:51:21.402231Z
